Q_ID	Ref_ANS	Stud_ANS	Class
43	الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن	لان الاحساس الخاطئ بالأمن يؤدي الى عدم توخي الحذر و منه الوقوع في مواقع مخترقة اما الاحساس الصحيح بعدم الامن يؤدي الى توخي الحذر	4
30	التوفير و السرية و التكامل للمعلومات	الحفاظ و التامين على كافة الموارد المستخدمة منها الأنظمة و الإفراد و اللوازم	1
27	تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.	يجب اجراء تعديلات في القانون الجزائري للمعاقبة على الجريمة الإلكترونية من كل النواحي من حيث الوصول إلى البيانات الخاصة و الإستثمار في الأنظمة التي تتعقب المخترقين	3
32	اختراق نظام أمن بدون إذن، كشف العيوب الأمنية في البرامج أو على مواقع الويب بشكل عام بدلاً من كشف الخلل بشكل خاص إلى المؤسسة وإعطائها الوقت لإصلاحه مما يعطي الفرصة لاستغلاله من طرف قراصنة القبعات السوداء .	نشر الثغرات التى قد تستعمل من طرف القبعات السوداء، كشف سجلات المؤسسات و التلاعب بمعلوماتها، عدم ترك وقت للمؤسسة لتدارك و سد الثغرات	3
13	ذكاء و قدرة عاليتين على كتابة وتصميم البرامج، وفهم عميق لكيفية عمل الحاسب الآلي والقدرة على اختراق أنظمة الأمان وتكسيرها	الموعبة و القدرة العالية على اختراق الأنظمة و الأجهزة الذكاء العالي المعرفة العميقة بأجهزة الحاسوب القدرة على كتابة و تصميم برامج الحاسوب.	5
43	الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن	اي ان الانسان اذا حس بوجود أمن خاطئ و غير مطبق من كل الجهات أخطر من أن يحس و يتقين بعدم وجود أمن اساسا و كل برامج المعلوماتية معرضة للاختراق و القرصنة و غيرها...	1
6	هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم	هي الجريمة التي تكون فيه الإنترنت  محل ارتكاب الجريمة تكون عادة المعلومات الموجودة على الإنترنت الهدف الذي يسعى الوصول إليه المجرم	0
13	ذكاء و قدرة عاليتين على كتابة وتصميم البرامج، وفهم عميق لكيفية عمل الحاسب الآلي والقدرة على اختراق أنظمة الأمان وتكسيرها	القبعات السوداء :القدرة على اختراق الأنظمة و البرامج الغير مجانية و اعطائها رقم لكس تعمل كسر الأنظمة الأمنية، سرقة البرامج و توزيعها مجانا لهدف، القبعات البيضاء: حل المشاكل و بناء الأشياء والإيمان بالعمل التطوعي، معرفة كيفية عمل الأنظمة و البرامج للمساعدة في تطويرها.	4
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	هو قياس الخصائص الحيوية و المميزة عند كل شخص مثل البصمة و القزحية	2
36	 إن تطوير البرامج الضخمة ينتج عنه ثغرات أمنية أكثر وصعوبات في التحكم فيها خاصة مع تزايد عدد المخترقين وسرعة الهجمات )كلما كبر البرنامج كلما كبرت الثغرات الأمنية(	يكون تطوير البرامج الضخمة تحديا صعبا في مجال الأمن المعلوماتي بمنع تسرب و سرقة المعلومات  و حتى الإختراق	1
10	ثقافة أمن المعلومات، التشريع القانوني، التربية وثقافة الوعي واستعمال وسائل الحماية الفنية، الإدارية والمادية 	ثقافة امن المعلومات (تامين جميع الموارد المستخدمة في معالجة البيانات ضد المخاطر التي تصيبها و انشطة الاعتداء عليها)، صياغة تشريعات قانونية و تطبيقها ضد من يخالفها، تربية ونشر ثقافة الوعي لدى العامل البشري و الحرص على تحذيره من المخاطر التي تصادفه عبر شبكة الانترنت.	5
34	يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية.	لأنه قد يكون السبب في ضياعها عبر البوح بالكلمات المرورية لمعلومات تخص الشركة مثلا أو استخدام أحد الموظفين لسرقة بعض المعلومات مقابل مصلحة مادية .	4
47	القرصنة هي جريمة اختراق وسرقة معلومات يقوم بها قراصنة القبعات السوداء دون اذن لاغراض تخريبية أما اختبار الاختراق فيتم فيه توظيف العديد من ذوي القبعات البيضاء لاختبار أنظمة أمان أجهزة الكمبيوتر في المؤسسات مما يسمح بتحديد عيوبها وثغراتها قصد تحسين دفاعاتها	القرصنة يعاقب عليها القانون اما اختبار الاختراق فهو وظيفة للقراصنة البيض يحصلون على جوائز من هدا الاختبار	4
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	التاثير على نفسية الفرد فيقوم باعطاء او تسريب المعلومات	0
34	يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية.	لأنه يقع في الخطأ بطريقة الهندسة الإجتماعية، لأن الإنسان يثق بالناس، و لا يمكن محاربة هذه الهجمة الإجتماعية لأنها تعتمد على الإنسان نفسه .	4
46	الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        	الفيروسات هي برامج خاصة مبرمجة من طرف الكراكر تقترن ببرنامج ما (مصاب) لتلويث النظام و لديها القدرة على نسخ نفسها أما الدود فتستغل الثغرات في نظام التشغيل و تقوم بهجومات مباشرة .	5
45	الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة	قراصنة القبعات الرمادية و السوداء كلاهما يتسللون بطرق غير قانونية و غير أخلاقية لكن أصحاب القبعات السوداء يخترقون لتحقيق مكاسب شخصية أو مالية لكن أصحاب القبعات الرمادية يهدفون الى التشهير و إبتزاز فقط أو مساعدة لإظهار الثغرات أمنية	5
23	جرائم القرصنة وانتهاك الخصوصية. تصنف في المجموعة الاولى  التي تقع على الانترنت  أي أن الشبكة تكون محلا لها	تصنف مع الجرائم التي تحدث بواسطة الأنترنت، و هي من النوع الذي ينتهك الخصوصية .	3
16	 تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .	اتباع ضربات لوحة مفاتيح المستخدم ونقلها للمخترق حتى يحصل على جميع الارقام السرية الخاصة به	3
29	الأمن والخصوصية، البديل لحمل الوثائق الثبوتية البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية.	عدم حمل وثائق اثبات الهوية دائما، اثبات مؤكد للهوية و تنقص نسبة الاختراق باستعمال البطاقات، عدم الحاجة لتذكر كلمات السر الصعبة دائما	4
21	استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية .	استغلال عيب في النظام الاغراق بالرسائل الفيروسات الدود احصنة طروادة برامج الانزال الهندسة الاجتماعية النفسية	4
37	 لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن	لعدم انتشار ثقافة الوعي الأمني فيعتبرونه هدم للمال و أحيانا لغياب الخبرة التقنية.	3
35	تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها	تزايد فرص الاجرام يعود الى  تزايد وتطور التقنيات و الاجهزة الالكترونية و المستخدمين	2
21	استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية .	استعمال الجيب الموجود في النظام بطريقة غير قانونية للحصول على كلمة المرور، انتحال الشخصية و حث المستخدمين الى كشف كلمات السر، استعمال اجهزة تخزن كلمات لوحة المفاتيح للحصول على المعلومات، الاغراق بالرسائل الرسائل المتسللة، الفيروسات و الاقتحام و التسلسل	5
27	تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.	الجوانب الواجب إثراؤها هي: أمن المعلومات بإثبات و تحديد الهوية مثل : البطاقة الائتمانية تحديد مسؤوليات و صلاحيات المستخدمين.	0
34	يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية.	الناس يثقون بالآخرين .	1
15	 تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع تبطئة حركة التصفح وانقطاعها على فترات.	سرقة البيانات تخريبه أو تعطيله تغيير الموقع.	3
39	لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    	لا أثر لها، تحتاج إلى الخبرة في التحقيق، تحتاج إلى ذكاء عالي، على التحايل و الخداع.	4
6	هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم	سرقة الأموال وتحويلها، استعمال المعلومات لأغراض لا قانونية، التهديدات، التزوير.	2
41	نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.	صعوبة ايجاد الادلة للقيام بمتابعة الجريمة، هي جريمة يمكن القيام بها عن بعد و في الكثير من الاحيان لا يمكن تتبع من قام بها، الطرق التقليدية للتحقيق لا تجدي نفعا امامها	4
2	حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)	من الناحية الأكاديمية: هي علم الذي يبحث فيه النظريات والاستراتيجيات لضمان حماية أمن المعلومات من المخاطر التي تهددها و أنشطة الاعتداء عليها من الناحية التقنية: هي جميع الرسائل والأدوات والاجراءات التي تضمن حماية المعلومات من المخاطر الخارجية والداخلية، من الناحية القانونية: هي الإجراءات و التدابير التي تضمن سلامة وسرية محتوى المعلومات وهكذا فيه الأنشطة التي تهددها هي حماية جميع الموارد المستخدمة على المعلومات في جميع مراحل تواجدها.	4
48	 الفيروس و برنامج الإنزال برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى يقوم برنامج الإنزال بمراوغة برامج مكافحة الفيروسات بنقل وتركيب الفيروسات المحمولة في طياته	الفيروس: برنامج يقترن ببرامج أخرى ويجدد نفسه، برامج الإنزال: برامج لمكافحة الفيروسات ولكنها تحتوي على فيروسات من أجل الإختراق.	3
16	 تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .	قراءة ضغوطات لوحة المفاتيح للمستخدمين من اجل الكشف عن كلمة السر	3
47	القرصنة هي جريمة اختراق وسرقة معلومات يقوم بها قراصنة القبعات السوداء دون اذن لاغراض تخريبية أما اختبار الاختراق فيتم فيه توظيف العديد من ذوي القبعات البيضاء لاختبار أنظمة أمان أجهزة الكمبيوتر في المؤسسات مما يسمح بتحديد عيوبها وثغراتها قصد تحسين دفاعاتها	الاختراق هو الولوج الى قاعدة البيانات دون تغييرها، اما القرصنة فهي الولوج ثم سرقة المعلومات و كسر انظمة الحماية	4
20	كلمة المرورالقياس الحيويالتشفير الجدران النارية، التوقيع الالكتروني. 	راصد لوحة المفاتيح	0
4	 إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت	يتم بواسطة  سلب المستخدمين حساباتهم المالية و سرقة أموالهم و ارسالها إلى شخص آخر فقد يكون الشخص المسروق في بلد و السارق في بلد و المعامل الذي يملك الحساب في بلد آخر.	1
34	يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية.	لأنه ليس بريئ من الخطأ و يخضع الى اخطر اساليب الجرائم الالكترونية هي الهندسة الاجتماعية النفسية و لا يوجد اي تقنية لانذارها او لإيقافها.	3
39	لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    	يصعب إثبات الجرائم الإلكترونية لكثرة تطوير و انتشار أجهزة الإختراق و كذلك المخترقون يملكون خبرة فنية و التي تمنع المعامل التقليدي التعامل مع المعلومات	4
32	اختراق نظام أمن بدون إذن، كشف العيوب الأمنية في البرامج أو على مواقع الويب بشكل عام بدلاً من كشف الخلل بشكل خاص إلى المؤسسة وإعطائها الوقت لإصلاحه مما يعطي الفرصة لاستغلاله من طرف قراصنة القبعات السوداء .	الكشف عن الثغرات في النظام، عدم إعطاء الوقت الكافي لإصلاح العطب الذي أصاب النظام	5
23	جرائم القرصنة وانتهاك الخصوصية. تصنف في المجموعة الاولى  التي تقع على الانترنت  أي أن الشبكة تكون محلا لها	تصنف في الجرائم التي تقع على الانترنت. نوعها جرائم التجسس.	4
18	الحمض النووي - قزحية العين - بصمة اليد -  بصمة الإصبع - الوجه 	البصمة، قزحية العين، شكل اليد .	4
34	يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية.	لأنه تطبق عليه الهندسة النفسية و الانسان يثق في البرامج و الآخرين حيث يخترق الضحية بطرق غير تقنية منه لا يوجد أي نظام و لا طريقة لمنع التلاعب بالناس عن طريق الهندسة العقلية	4
22	النسخ  غير القانوني  للبرامج، توزيع المواد ذات حقوق النشر بطريقة غير قانونية بما في ذلك الصور في الصيغة الإلكترونية والمطبوعة، والمواد المرئية والسمعية والمخزنة على شرائط أو أقراص مرنة، أو أقراص مدمجة أو على الحاسب.	نسخ البرامج، توزيع البرامج و الملفات بصفة غير قانونية	4
13	ذكاء و قدرة عاليتين على كتابة وتصميم البرامج، وفهم عميق لكيفية عمل الحاسب الآلي والقدرة على اختراق أنظمة الأمان وتكسيرها	الذكاء الخارق، يتقنون البرمجة، يتقنون تقنيات معلوماتية.	4
35	تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها	زيادة فائقة في سرعة التقنيات، البرامج الضخمة تحمل عيوب و ثغرات، توفر ادوات الاختراق عبر الانترانت لعامة الناس، زيادة عدد المخترقين	4
1	هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها	هو كل سلوك غير قانوني يتم بإستخدام التقنيات الحديثة و يكلف الضحية خسائر كبيرة .	2
4	 إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت	تزوير هذه الأخيرة و إصدار أوراق نقدية بصفة غير قانونية و هي جريمة تم تجريمها و يعاقب عليها.	1
25	استخدام الانترنت في التجنيد والتدريب وتبادل المعلومات بين المنظمات الإرهابية المختلفة بإنشاء وتصميم مواقع لنشر الأفكار الإرهابية  و تعليم الطرق والوسائل التي تساعد على القيام بالعمليات الإرهابية، استهداف البنية التحتية للمعلومات للمؤسسات للتأثير على الرأي العام العالمي.	تستخدم الجماعات الإرهابية شبكة الإنترنت بانشاء مواقع تستخدمها لنشر أفكارها و أيديولوجياتها بمقالات و فيديوهات ...الخ، كما تستخدم مواقع التواصل الإجتماعي للدعوة إلى الإرهاب و التخويف و التهديد و تجنيد الشباب.	4
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	هو يعمل على احصاء صفات الانسان المختلفة و ادخالها في قاعدة البيانات مما يسهل الكثير العمليات و حماية المعلومات الخاصة و منها فئتين: القياس الحيوي الفيزيائي (بصمة الاصبع بصمة اليد..)، القياس الحيوي السلوكي (الصوت امضاء الكتروني)	4
9	جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها	جرائم الاحتيال، تصنيفها العام : ضمن الجرائم التي تكون شبكة أداة لوقوعها.	3
31	تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه .	اكتشاف الثغرات الأمنية و اصلاحها قبل أن تكتشف من طرف الكراكر.	4
24	يتم اختراق و تنزيل الأسرار الصناعية من كمبيوتر في إحدى الشركات وإرسالها بالبريد الإلكتروني مباشرة إلى منافستها، و قد تتم سرقة اختراع جديد في تكنولوجيا الكمبيوتر وبيعه بمبلغ كبير من المال بالإضافة إلى فساد وتواطؤ الموظفين	يقوم المتجسس باختراق الموقع الخاص بالمؤسسة بارسال بريد الكتروني لجميع مستخدمي الموقع	2
15	 تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع تبطئة حركة التصفح وانقطاعها على فترات.	اختراق موقع من دون صلاحية صاحبه، استعمال خصوصية الموقع أو التنقل في معلوماته دون إذن .	1
9	جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها	جريمة الهندسة النفسية تصنف في جرائم الانترنت	0
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	التلاعب النفسي من اجل سرقة المعلومات من خلال استعمال الهاتف او وجها لوجه او المحادثة	5
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	نقل المعلومات من و الى الجهاز دون علم صاحبه سرقة وقرصنة المعلومات الشخصية، التحكم في الجهاز، تعطيل النظام التجسس و تركيب وسائل التجسس دون شعور مستخدم النظام مسح البيانات تزوير المعلومات .	5
48	 الفيروس و برنامج الإنزال برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى يقوم برنامج الإنزال بمراوغة برامج مكافحة الفيروسات بنقل وتركيب الفيروسات المحمولة في طياته	الفيروس هو برنامج مسيء يقوم بالتحكم أو تخريب معلومات أو أنظمة الجهاز أما برنامج الإنزال فهو عبارة عن برنامج يقوم بمراوغة برامج منع الفيروسات من أجل تحميل الفيروسات	3
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	التحايل التهديد، كسب الثقة	1
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	يمكن للمخترق الوصول للجهاز عبر باب خلفي و التحكم بالجهاز، سرقة الهوية و البريد الالكتروني، سرقة المعلومات، تحميل ملفات بدون علم صاحبه، تثبيت برامج و أجهزة لتسجيل نقرات لوحة مفاتيح و املائها أوتوماتيكيا للمخترق مما يمكنه من سرقة معلومات خاصة بكلمات السر.	5
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	"لتلاعب النفسي والعقلي للضحية بدون تدخل مباشر، تستعمل اساليب الاغراء و الاحتيال مثلا: ""رسالة تخبرك بأنك فزت بسيارة"" جعل الضحية يثق في المصدر و يتم سرقة معلوماته الشخصية."	2
43	الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن	"لأن الإحساس الصحيح بعدم الامن تجعل الفرد أو المنظمات تتخذ الاحتياطات والتدبير اللازمة لحماية معلوماتها قبل التعرض للاختراق ""الوقاية خير من العلاج"""	4
16	 تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .	الحصول على اكثر ما يمكن من كلمات السر للمستخدمين	1
1	هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها	هي سلوك غير قانوني يقوم به المجرم على الفرد، المنظمات، منظمات حكومية أي على الآخرين من أجل مصالح مادية أو معنوية يكبد الضحية خسائر و د تسمل تخريب أو سرقة و تغيير معلومات.	5
36	 إن تطوير البرامج الضخمة ينتج عنه ثغرات أمنية أكثر وصعوبات في التحكم فيها خاصة مع تزايد عدد المخترقين وسرعة الهجمات )كلما كبر البرنامج كلما كبرت الثغرات الأمنية(	بتطور البرامج الضخمة يزيد عدد الثغرات في البرنامج و بالتالي زيادة إمكانية الإختراق	3
23	جرائم القرصنة وانتهاك الخصوصية. تصنف في المجموعة الاولى  التي تقع على الانترنت  أي أن الشبكة تكون محلا لها	ينشر المعلومات السرية و يقوم بالتحليلات الاجتماعية و السياسية على نطاق عالمي و تسريب الاخبار السرية و ينشر الوثائق السرية انتهاك حقوق الانسان و التجسس الإلكتروني وجرائم القرصنة وتصنيفها العام هي جرائم تقع على الانترنت.	4
39	لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    	يصعب إثبات الجرائم الإلكترونية لأن تطوير البرامج الضخمة ينتج عنه ثغرات تواجه صعوبات أمنية، العائد المادي ليس منظور إلا بعد فوات الأوان.	0
20	كلمة المرورالقياس الحيويالتشفير الجدران النارية، التوقيع الالكتروني. 	أهم تقنيات تحديد و إثبات الهوية هي التشخيص الفيزيائي عن طريق الإصبع  العين بصمات اليد أو التشخيص المعنوي :التوقيع و الصوت	1
15	 تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع تبطئة حركة التصفح وانقطاعها على فترات.	الوصول إلى البيانات سرقتها أو تعديلها أو حذفها بغير حق تشويه الموقع .	3
10	ثقافة أمن المعلومات، التشريع القانوني، التربية وثقافة الوعي واستعمال وسائل الحماية الفنية، الإدارية والمادية 	توعية الأفراد بها، وضع قوانين ردعية ضدها، وضع حواجز أمنية قوية .	3
36	 إن تطوير البرامج الضخمة ينتج عنه ثغرات أمنية أكثر وصعوبات في التحكم فيها خاصة مع تزايد عدد المخترقين وسرعة الهجمات )كلما كبر البرنامج كلما كبرت الثغرات الأمنية(	بما أن البرامج الضخمة تحتوي على كثير من الأسطر و لها الكثير من الوظائف فإنه يصعب عدم حدوث ثغرات في البرنامج	4
3	هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه	هي ممارسة تستخدم التلاعب النفسي )العقلي(لإيذاء و خداع المستخدم من أجل سرقة و إتلاف  الهوية بدون استخدام البرمجيات  ويكون هذا التلاعب بواسطة الهاتف المحمول أو ارسال رسائل عبر البريد الإلكتروني أو خاصة تكون وجها	4
32	اختراق نظام أمن بدون إذن، كشف العيوب الأمنية في البرامج أو على مواقع الويب بشكل عام بدلاً من كشف الخلل بشكل خاص إلى المؤسسة وإعطائها الوقت لإصلاحه مما يعطي الفرصة لاستغلاله من طرف قراصنة القبعات السوداء .	عند اختراقهم الأنظمة فذلك يجعل النظام ضعيف امام هجمات المخترقون (قبعة سوداء) لا ياخذون اذن المؤسسة قبل الاختراق	1
45	الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة	القبعات الرمادية مهمتهم إيجاد الثغرات و نشرها للجميع يستعملها قراصنة القبعات السوداء أما القبعات السوداء فمهمتهم قرصنة الأنظمة من أجل تخريبها أو الحصول على معلومات و التلاعب بها	4
41	نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.	لا تترك أثر، تتطلب خبرة فنية عالية، تعتمد على الخداع و التضليل، تعتمد على الذكاء في تنفيذها.	3
12	 تقاس بقوة أضعف حلقة فيها وهي الإنسان (العنصر البشري) .	بواسطة تنظيم مسابقات يشارك فيها مخترقون ذوي قبعات بيضاء محاولة إختراق ذلك النظام	0
